Date,AUD,CHF,EUR,GBP,JPY
2010-01-01,,,,,
2010-01-04,0.015483141233767317,-0.004653504604515857,0.0023627630442169213,-0.0011931786032156099,-0.0045842694987611775
2010-01-05,-0.0007296374249335496,0.00446001148462197,-0.0040305221069684306,-0.007656882652371738,-0.009887125882032676
2010-01-06,0.009436112358370873,-0.00591855337544234,0.002646804798315725,0.0020649535074898587,0.008383212340996992
2010-01-07,-0.002941131193202382,0.005821792773838751,-0.005988525735909824,-0.0056245717726447885,0.011133561429413184
2010-01-08,0.007924115717560963,-0.009722019683638786,0.006478351153559585,0.005640640951053283,-0.007847347075602706
2010-01-11,0.005007836298219931,-0.006763690784454927,0.006926876198316234,0.005527475815839156,-0.006148810978533565
2010-01-12,-0.009990820822578666,0.0020633667783055937,-0.0023914361899113113,0.002403723590793272,-0.011049847232632306
2010-01-13,0.004058335664187131,-0.001178511884230172,0.0032624165675256152,0.008287783693892851,0.0038681876401282025
2010-01-14,0.007700570448379308,0.0009821506514851802,-0.0016543361948232623,0.0029358587429298665,-0.0018171911840619333
2010-01-15,-0.009362754897824331,0.006165884666745374,-0.007540404328297255,-0.003928828178205654,-0.005680784610451052
2010-01-18,0.005087619788428592,-0.0012691994278509714,0.0010943292439722868,0.00508923017989461,-0.0004959705647534542
2010-01-19,-0.005179872147276352,0.008754129266314853,-0.008764058934729351,0.0002288724833106061,0.005431402088331327
2010-01-20,-0.012104768093860713,0.010596301766106549,-0.012023455501879625,-0.0035919692406769298,-7.671600937627638e-05
2010-01-21,-0.007627333187502177,-0.0019182571551777537,-0.0009448887352589319,-0.005720553248776221,-0.008800382870626063
2010-01-22,-0.003701855602020073,0.0001920257150988001,0.0031202553669439537,-0.0058812506198043435,-0.006470505289802729
2010-01-25,0.004154240040319376,-0.0017293310929705976,0.0006365998603516985,0.008656160513798718,0.006713892464044471
2010-01-26,-0.00532522511937417,0.005657070086175564,-0.00479955913635074,-0.006365994792818571,-0.00872013823706498
2010-01-27,-0.00431145541548755,0.00362668321421507,-0.003654736000310232,0.0019233490675998786,0.003563871743560215
2010-01-28,-0.0030427847905631885,0.001998564367748083,-0.004493678129876433,-0.0021654587679562094,-0.001913971399626264
2010-01-29,-0.010400554469574901,0.008520305132969837,-0.007264974338785467,-0.00984716383648488,0.005465187052717075
2010-02-01,0.008615041429463635,-0.004156453263154651,0.004321987427387519,-0.0020279904776130116,0.005413541326413079
2010-02-02,-0.005248914152597097,-0.001610463616015573,0.0035297275541919383,0.002475719969100361,-0.0036647139711558905
2010-02-03,-0.005750985143885702,0.0032184504721321137,-0.005394201396022321,-0.004515544173945512,0.0045457074458943305
2010-02-04,-0.015147128822084776,0.007063223198024191,-0.011293223003581414,-0.009475150428262566,-0.015867103217678744
2010-02-05,-0.0004343567542276411,0.006174501021565492,-0.004730733220285858,-0.007118393243530048,-0.002127330323773001
2010-02-08,-0.005889018242037533,0.0005595334122062579,-0.0018587840154328738,-0.005247202125529123,0.0
2010-02-09,0.01610333478930628,-0.0071095425798071545,0.009287239831575736,0.007535956291053405,0.006123295823421115
2010-02-10,-0.0007893335468241427,0.0011259898969204353,-0.002092706982513662,-0.005228073610016806,0.0018030541144210214
2010-02-11,0.0151959730779762,0.004024148503955923,-0.005212626465916843,0.0057460555333903925,-0.001335292821172321
2010-02-12,-0.0010678149884502915,0.004100943094161695,-0.003428251752621481,-0.00025117367637562314,0.0015576259705397696
2010-02-15,0.0,0.0017657891259587764,-0.0023424364887807947,-0.001975977492494496,0.0011111790422840872
2010-02-16,0.01342905707070816,-0.010453773115683383,0.011987830695040481,0.00781694903456719,0.0021520440190253482
2010-02-17,-0.0028799974660487777,0.010992117673288067,-0.01170218360079305,-0.006860816591694965,0.008891690160417761
2010-02-18,-0.010104243765687814,0.009347620611958103,-0.010745953065451137,-0.016656034031653413,0.010129677568395409
