Date,AUD,CHF,EUR,GBP,JPY
2010-01-01,,,,,
2010-01-04,,,,,
2010-01-05,,,,,
2010-01-06,,,,,
2010-01-07,,,,,
2010-01-08,,,,,
2010-01-11,,,,,
2010-01-12,,,,,
2010-01-13,,,,,
2010-01-14,,,,,
2010-01-15,,,,,
2010-01-18,,,,,
2010-01-19,,,,,
2010-01-20,,,,,
2010-01-21,,,,,
2010-01-22,,,,,
2010-01-25,,,,,
2010-01-26,,,,,
2010-01-27,,,,,
2010-01-28,,,,,
2010-01-29,,,,,
2010-02-01,,,,,
2010-02-02,0.007789534642078709,0.005520636192924598,0.00520256367893197,0.005394027748095603,0.006724615616930122
2010-02-03,0.006951890338934577,0.005402807998208163,0.0052525191021198766,0.0054309516791875324,0.006703891638623896
2010-02-04,0.007016174663354014,0.005371710477444414,0.005293616589814668,0.005260531927672142,0.006491910128555471
2010-02-05,0.007137503746817489,0.005268280890492714,0.005603796274749341,0.005602507541626267,0.00699112631119506
2010-02-08,0.007154952533652473,0.005282523885525454,0.00556822817433023,0.005676347554354448,0.006359128065377664
2010-02-09,0.006760949874867969,0.004598699915346016,0.005206193536353007,0.0055514636135535495,0.006238573089171201
2010-02-10,0.007795469532358298,0.004633031049794666,0.00544157662863691,0.005691418175140189,0.006384072829539343
2010-02-11,0.007625000054393448,0.0046391177479849135,0.005442141657836961,0.005689792645636225,0.005998750610750961
2010-02-12,0.008434753718909057,0.0045897633933094355,0.005310714860690212,0.005492136622372011,0.005911573089538978
2010-02-15,0.008154139399174361,0.00459129587674869,0.005304944204959974,0.005399749617223412,0.005929890860389174
2010-02-16,0.007997453678024756,0.004518851953059257,0.005199228980702622,0.005379677024234668,0.005828554909240302
2010-02-17,0.00854287490631755,0.005269850729644884,0.006065961142691084,0.005583355262266932,0.0058542517186943735
2010-02-18,0.008506096007895392,0.005434928745731953,0.006256720352144485,0.005676487766151157,0.006066779614426583
2010-02-19,0.008388830298279198,0.005342573058572609,0.006162987248399545,0.006513219777057143,0.006462776593598572
2010-02-22,0.00868690347659313,0.006000311919433076,0.006838742616577806,0.00657059829615331,0.006231016756679409
2010-02-23,0.00865079451673333,0.006006471244024384,0.006755680145395093,0.006561707999946216,0.006089140418417059
2010-02-24,0.00877148761661475,0.006041760048938296,0.006783550645046848,0.006101709061851744,0.0065130011834929075
2010-02-25,0.008718946280215965,0.006015658058281137,0.006792261237263817,0.006034733866907895,0.006212823929458886
2010-02-26,0.008876331430981724,0.006002594203461002,0.006785194433136878,0.006267944600457822,0.0066533585673121945
2010-03-01,0.009172020844042039,0.006288608569590908,0.007009030820256295,0.006290656241557513,0.006690984620727817
2010-03-02,0.008902958871421908,0.006132326569580931,0.006929441036095904,0.006884926555853721,0.00659200750908941
2010-03-03,0.008778806077448206,0.006148910147801294,0.006928917166067632,0.007022397824377496,0.006497429375060614
2010-03-04,0.008674142659191449,0.006315842009321179,0.007027439272626449,0.0071370959626573666,0.006473710219822859
2010-03-05,0.008685802992668926,0.006549582958775217,0.007163607995160653,0.007136233578733077,0.006578475868283391
2010-03-08,0.00802469072149262,0.006412272225406977,0.006825213426095823,0.0072267133722691505,0.006189351636361111
2010-03-09,0.00801305445759407,0.006280466942620303,0.006754530369036106,0.007191854196490207,0.006161681166570399
2010-03-10,0.00788215972820437,0.006279694564141301,0.006745346027269828,0.007151137050990667,0.006218495215510508
2010-03-11,0.00731330503725432,0.006122180591451948,0.0064287672503250725,0.006830515765880801,0.006184396127264909
2010-03-12,0.007286791025819032,0.0061401054140439925,0.006462824454529267,0.007067711575783125,0.006186379369609481
2010-03-15,0.006652544456338299,0.0065071976452067744,0.006501478899500655,0.0073089864736738735,0.006184475017794328
2010-03-16,0.006658277879685033,0.006523520724892041,0.006635283739763841,0.007570053756303781,0.006207920214068603
2010-03-17,0.006724230138956439,0.006603786467059891,0.006755840536213549,0.008167407787947157,0.006205264637555196
2010-03-18,0.006209312891547731,0.006237153067887876,0.006248201130370314,0.008044118941395149,0.006193662088940827
2010-03-19,0.006197209015788253,0.005710722720360159,0.006028113717637748,0.00797528049763932,0.005861575356481029
2010-03-22,0.005850508867442545,0.005301512199503442,0.005665745550532427,0.007874110342482038,0.005359491010830964
2010-03-23,0.005381277249811709,0.004822356445045965,0.005094802172158102,0.007989481958264414,0.005289675578141529
2010-03-24,0.005390302144133098,0.004821573153893347,0.005329207273309715,0.0080286011424407,0.005255890830992601
2010-03-25,0.005259563399265836,0.005586529327813235,0.005629168441189796,0.008159705485496497,0.006013548693960732
2010-03-26,0.005352015023486109,0.005583752535232567,0.0056168673344063206,0.008170373999460552,0.006091152950458055
2010-03-29,0.005046825318254393,0.005733979980764197,0.005918949652339915,0.007947356458687212,0.005402598703613203
2010-03-30,0.005369558633480824,0.005549685434462854,0.0058223741497902244,0.008080725400318504,0.005268411710188919
2010-03-31,0.005295505937159703,0.005458393996533625,0.005792598693859311,0.0072759368892403725,0.0052793824034794695
2010-04-01,0.005289252012799851,0.005899305516544943,0.005886821717698899,0.007407310700079339,0.005191634558240028
2010-04-02,0.005397583559165397,0.005783516685967882,0.005869981468570861,0.007485860840080142,0.0050951027421810464
2010-04-05,0.005187584852148842,0.005591806979492582,0.005704326498846469,0.007519538170193545,0.0051187210279825725
2010-04-06,0.004855735487037735,0.005600244242638042,0.005647062840571884,0.007495077124126701,0.004781264118820458
2010-04-07,0.005077232264002264,0.005781398664861294,0.005796604911719621,0.007365383711280987,0.00507177236886497
2010-04-08,0.004845174666335221,0.005867269903744915,0.005839570407877863,0.0073686809004614795,0.005182501443947875
2010-04-09,0.004824943117833721,0.005812531880695111,0.005798668864686625,0.007327460168699584,0.005116815551065247
2010-04-12,0.004901871860921971,0.005972535658617744,0.0062586860262153566,0.007287109161274551,0.00520090087470782
2010-04-13,0.005223281821611861,0.0056438306886750205,0.006307745907340678,0.007017223586431098,0.005175821034425665
2010-04-14,0.0052063964280284585,0.005643856897185365,0.006155015771658792,0.006535568849264022,0.005113764591977391
2010-04-15,0.005370701082376379,0.005524361955787495,0.0060144002286555455,0.00615128187747782,0.005096837718350864
2010-04-16,0.005327079308680711,0.005625420149978934,0.006128221132890824,0.006064869626815706,0.005192977946554702
2010-04-19,0.005810022775486489,0.005686428890787028,0.005911441388243053,0.006177420160812053,0.005720317361854218
2010-04-20,0.005665320224431576,0.005653255572403061,0.00579107715289822,0.00502898248754886,0.00574473348637576
2010-04-21,0.005796489229210526,0.005714615547737631,0.005817707777794731,0.00490358902997858,0.0058772142157954
2010-04-22,0.005883391984631215,0.0057153930129332405,0.005645841579563285,0.004690172458460403,0.005902345034342182
2010-04-23,0.0056879001176276854,0.005256388759578698,0.005543246191500629,0.004267350387380542,0.004549989759471474
2010-04-26,0.005607652799365617,0.005519059803843397,0.005847821280043608,0.00411144943703461,0.004576141679508728
2010-04-27,0.005465808292499348,0.005321201719544,0.005602433386389288,0.0041796637344063145,0.004581355702277673
2010-04-28,0.0054438416347714754,0.006221927530427577,0.006614582183860688,0.005366410596120332,0.0049667029246235365
2010-04-29,0.005757956361699039,0.0062568106622978925,0.006637546336493898,0.005280492486378536,0.0052537033729838055
2010-04-30,0.005855914228667256,0.0056653718842105865,0.006529230861516484,0.005482967042892237,0.005008382663218881
2010-05-03,0.005956927201262311,0.005862656958492937,0.0064131195171824255,0.005339466065556542,0.004971824417368619
2010-05-04,0.005964305674302714,0.006022849508029812,0.006480891624920259,0.005254360048258852,0.005127139404949459
2010-05-05,0.007278418985083155,0.007035316346474932,0.007462683436196976,0.005371722255745554,0.005102311165592466
2010-05-06,0.00705413281359545,0.007304091397188808,0.007697592101279094,0.005374299418829263,0.005413571777595802
2010-05-07,0.00845812669995215,0.00739214249817166,0.008138158578195366,0.006302125344653152,0.008794828272770738
2010-05-10,0.008449981772323754,0.007465470902924155,0.008544062687392407,0.006301758924064499,0.009024611062079059
2010-05-11,0.00924619966861525,0.007250753388709064,0.008104026021503554,0.006282068587220551,0.00984869267736679
2010-05-12,0.009293935507816462,0.0069977624473736375,0.008022995697499025,0.006387886186823296,0.009981148063065848
2010-05-13,0.009281248393511412,0.006867008973710547,0.008017456792515573,0.006439824886822444,0.010120821147170564
2010-05-14,0.008994610974130091,0.006804146619815065,0.007901808890735211,0.006809614708045101,0.010155289360755711
2010-05-17,0.009179834367394914,0.007233354387462068,0.008220156502268094,0.006809161306246,0.01016159184352602
2010-05-18,0.009154190619902094,0.007297056318641193,0.008362782902382961,0.00676326999123211,0.009936516942352744
2010-05-19,0.009717308365255172,0.007800636358335754,0.00882013481957383,0.007095204419773324,0.010030135029710514
2010-05-20,0.009846855033849817,0.007801470371972688,0.010077919226672328,0.007465228190373216,0.009888834775025192
2010-05-21,0.012700820908970054,0.007887236903075091,0.010346469219875762,0.007333164724459415,0.011106120103676308
2010-05-24,0.014255347996239275,0.00785443301867423,0.010499821897875537,0.007832941187371099,0.01120766353398652
2010-05-25,0.014185052152894036,0.0076218692777239964,0.010650445730208551,0.0078065287337030385,0.011111145906195849
2010-05-26,0.014285849707837014,0.0076532381117486266,0.010617585376717644,0.007598318165328341,0.011134006357610637
2010-05-27,0.014212544105238813,0.00716812984879381,0.010434384964940415,0.0071705772873735,0.011055135353183141
2010-05-28,0.01542285842301223,0.0073326418739814315,0.01106404449691289,0.007879892044207871,0.011121154569934783
2010-05-31,0.015262293672875037,0.007227009806397618,0.010959719515219114,0.00745777177688596,0.01113791660832159
2010-06-01,0.015273719688302273,0.007059253893962276,0.010920910928070533,0.007638637077168218,0.011156935798745767
2010-06-02,0.0154056724231561,0.0069914242751055984,0.010890699299887582,0.00810012433826663,0.01089601233795817
2010-06-03,0.015416961476314167,0.006142990470034468,0.01040401410700835,0.007977651467947036,0.011297064292187147
2010-06-04,0.015464198543671382,0.0057433411024698094,0.010232728607871347,0.007977476808616093,0.011190495592171239
2010-06-07,0.015495695918861383,0.0056607501538517195,0.010366159504295992,0.007697446537425297,0.008798368826022617
2010-06-08,0.01566545835740978,0.005539838231939513,0.009979919558300259,0.007654300162677199,0.008667837820067848
2010-06-09,0.015782588150900573,0.00602781631730966,0.010050136801365073,0.007516301847246316,0.0077022444704711954
2010-06-10,0.015848790292904417,0.0061560706831721565,0.009898445969209631,0.007642444744729628,0.007556033572194388
2010-06-11,0.016746662503495623,0.006244183839990648,0.010232153265768582,0.008011253831026131,0.007336599466501639
2010-06-14,0.0167911135866515,0.0061936303970101135,0.01015824590727429,0.00765227048533751,0.0073558285702456224
2010-06-15,0.016866567028251435,0.00560198999524718,0.009940550935109588,0.008043859500273197,0.007327968528128855
2010-06-16,0.016844106735379432,0.005878031061500873,0.010103536138775387,0.00800896732615821,0.007324730178426742
2010-06-17,0.016369088078300023,0.004656354846357593,0.009312824490345135,0.007477274756826649,0.007173931995931727
2010-06-18,0.015943610043678943,0.005790904251848772,0.008566327883819284,0.007367853158475523,0.007244618737620041
2010-06-21,0.012653479531090814,0.005799155781594623,0.008422828463723317,0.007237815860422737,0.004842093544594755
2010-06-22,0.011793133546896536,0.005865200799385033,0.008339685653408542,0.007141824981467615,0.004673058344381878
2010-06-23,0.011581306907462617,0.005258357946220792,0.00746989005713841,0.0070408611746886835,0.004806019368547482
2010-06-24,0.011578691597950365,0.005258080542831485,0.007517388119105663,0.007280733242548489,0.005039382981597085
2010-06-25,0.01177617885351943,0.005153842929656628,0.0068007421894143326,0.007287635936334791,0.005009361731453796
2010-06-28,0.010631357084207028,0.005262191857268816,0.006074594430546028,0.007092788621849909,0.00454293400120427
2010-06-29,0.010742373309756277,0.004962798939628842,0.006175712517882556,0.006783308678858504,0.004540633902609224
2010-06-30,0.011960493534915559,0.004973339923536876,0.0063764388167556986,0.006841635672274664,0.00471919557427371
2010-07-01,0.011631059645580179,0.004942703868190177,0.006360912001033,0.0068377897989986645,0.004724692945979376
2010-07-02,0.011506096545368463,0.005594547283704658,0.00803084490085435,0.007449197121316475,0.0039487669455523355
2010-07-05,0.011575896606698768,0.005601725381894617,0.007922441774484769,0.007424624681835408,0.0037552460625644283
2010-07-06,0.010412028996767284,0.005371770604225645,0.006859301824295022,0.006892191102273113,0.003538346336866632
2010-07-07,0.010207095011465021,0.005263086793142202,0.006777936361076638,0.006895062186924944,0.003518349908193709
2010-07-08,0.009983634345275839,0.005206091464553497,0.006783568972783573,0.006837239252710142,0.0036446578629929383
2010-07-09,0.01042473305782728,0.005224939572253007,0.00679757497208367,0.006806856213419094,0.004274057179277598
2010-07-12,0.009503389300076983,0.005858998350299496,0.006747535861977653,0.006675501819290793,0.004333281059003708
2010-07-13,0.009531965148840528,0.005731628978618724,0.006881014579652704,0.006183183334949619,0.004222912406688134
2010-07-14,0.009514839872099345,0.005746118422052739,0.006978576032734515,0.006025340085940193,0.0042719899838686865
2010-07-15,0.009469337946348844,0.005677493743966487,0.006827095947458894,0.006057277166574564,0.004379467710880003
2010-07-16,0.009464716601037492,0.00582152547019005,0.007371583842182187,0.006270972348970668,0.004782606636744719
2010-07-19,0.010128639090103598,0.005544564344689622,0.007343180667547259,0.00666955709309204,0.004939187683662748
2010-07-20,0.010073883351426935,0.005758306554471619,0.007345875201637779,0.006836514852825762,0.005039099732532676
2010-07-21,0.010683273503919056,0.0056633997623047935,0.007218713163481195,0.006719429247578657,0.005183851750257284
2010-07-22,0.010749438408673744,0.005668845505850539,0.007590140199429111,0.006939376165731317,0.005167232142252432
2010-07-23,0.011606441659344454,0.005769994316563756,0.007816103094779613,0.006732973639168308,0.005143698511324378
2010-07-26,0.011404367211059077,0.00643683020674707,0.007820943579391528,0.007018644796824504,0.005292184930844856
2010-07-27,0.011378591750030522,0.006300251402918044,0.007880613178796493,0.006821828490405735,0.005318315476018728
2010-07-28,0.011277765107962674,0.006910557853172606,0.007568585160281727,0.0069075216156253665,0.005765251283298246
2010-07-29,0.010152396411197768,0.006887823124521705,0.007237365554567022,0.006835374379386762,0.005617535222094809
2010-07-30,0.009875939010556993,0.007594622315725249,0.007277930966116186,0.006523527543053305,0.005885862919884837
2010-08-02,0.00984489598226872,0.006871562297535074,0.00590142382601668,0.005893449380098252,0.005578148231411004
2010-08-03,0.009708998216950057,0.0068595057424464785,0.006153442169288884,0.0063783593778775245,0.005570087727834933
2010-08-04,0.009511272720948899,0.0068338522389521745,0.006054051611675325,0.006183368754560603,0.0058923238895305504
2010-08-05,0.009159735639788837,0.006807642160494712,0.005992012611818082,0.006196609420708523,0.005894373453982394
2010-08-06,0.008783919721119778,0.007315864335329003,0.006194527653942951,0.006326912225810242,0.006052022606669363
2010-08-09,0.008296154230365279,0.007464720426770665,0.006159442053097418,0.006290728941360755,0.005759994362121812
2010-08-10,0.008296532167245647,0.007402868646726669,0.006149023006739564,0.006046916218093615,0.0057837715433956775
2010-08-11,0.008296968983833444,0.007729604208707776,0.00614502558454946,0.006131527632698322,0.006036076175263875
2010-08-12,0.008220572373999003,0.0076216477091578935,0.005982678547992214,0.005970302109049171,0.006074473796757963
2010-08-13,0.009589591381600098,0.008021807232063385,0.008537226767238901,0.006893938433428024,0.006004992318273472
2010-08-16,0.009606607602741893,0.008016303590025748,0.007888015414172132,0.006524756468544435,0.006207350484958636
2010-08-17,0.008890857164875357,0.007826843070316973,0.007940101293610467,0.00616701245078253,0.005915079232534964
2010-08-18,0.008855174089332923,0.008075627565729077,0.00798022708970959,0.0060081896621634965,0.0062305995369835955
2010-08-19,0.008404161930132716,0.008117983484080046,0.008041817606425083,0.0060951748430039,0.006137425184506975
2010-08-20,0.008449424349524871,0.008116946151711098,0.007744199324583443,0.005835844636777875,0.006090282125444405
2010-08-23,0.007436698872605168,0.008215073625257729,0.0074248929087080565,0.00576898726914234,0.00602752026952714
2010-08-24,0.00746538908622086,0.007875997625017776,0.007588212243125152,0.005329356807092397,0.0059510754415944235
2010-08-25,0.0073093498367769304,0.007961358873856957,0.007470592557077078,0.005335460101379256,0.005911342377092859
2010-08-26,0.007455474387017136,0.007699065182909788,0.007473505600670365,0.005261999359763567,0.005820704349209729
2010-08-27,0.007192699686366345,0.00768393179884681,0.007513541200997105,0.005350948640047028,0.0060508660833934365
2010-08-30,0.006755559841088597,0.00697134753261681,0.0073775648783218194,0.005394662170599754,0.005847802074704016
2010-08-31,0.008123574441551798,0.0070451318692564685,0.0074492841228570306,0.00527500363735392,0.006674285088295889
2010-09-01,0.008231168328478502,0.007069115591599784,0.007063097325806326,0.0043704550660839964,0.007054842273924686
2010-09-02,0.008246723815650977,0.007391619470492734,0.0069959925121799976,0.004427922882043568,0.006844575489643847
2010-09-03,0.009276014566606983,0.007398326959271009,0.0073931717225240445,0.004764276688075492,0.00690053869892989
2010-09-06,0.009227092543222215,0.006609202551242589,0.007381017205757645,0.004764015717609768,0.006723700702502914
2010-09-07,0.009334062825690992,0.00659502441672442,0.007491844641381585,0.0048797848157191,0.006685297290173891
2010-09-08,0.009307837826676506,0.006517024945780694,0.007207439758294904,0.00464446094706816,0.006624759811366159
2010-09-09,0.009410579898272996,0.006020013727705301,0.0077636181936494705,0.004611625172929708,0.006466498610789226
2010-09-10,0.009576652056401881,0.006025838910149559,0.007874923918323158,0.0050698688080950145,0.00640922623020078
2010-09-13,0.008256063009523314,0.005406361229273684,0.005545327336333049,0.004120025753265038,0.006401930722093844
2010-09-14,0.008319794948225111,0.00529896704618352,0.005568959978090806,0.004141400356333809,0.005994117667041364
2010-09-15,0.008240186244624647,0.005722253734132004,0.00610979074847328,0.0042374406824191475,0.006140412465148063
2010-09-16,0.008300511928134618,0.005886042788106956,0.006386427805921689,0.004483161454881952,0.00601235143583829
2010-09-17,0.008113615310429066,0.006049978910400354,0.006304751089108368,0.004615588581092652,0.009311111827773999
2010-09-20,0.00789900455718845,0.0068979682020514676,0.0063443002343940335,0.004609029715882144,0.009307575378504756
2010-09-21,0.007579063600288081,0.006728993952201524,0.006303138078435738,0.004601281070173179,0.00931410187319616
2010-09-22,0.007581642012224566,0.006717964089004509,0.005991835207203969,0.004792998357507208,0.009298733389740148
2010-09-23,0.0076413791873686104,0.006624954211934558,0.006395534993097516,0.004827572731228406,0.009361932274342677
2010-09-24,0.007304873026900254,0.006709143737264044,0.006585816185591857,0.004642667896217611,0.009161448130995696
2010-09-27,0.007446762173318397,0.0067112572101375055,0.0068226415752681525,0.004594958864629096,0.00906438487887022
2010-09-28,0.007614166381211564,0.00668803151461321,0.0071326845351302294,0.004978287149712789,0.00903533234449771
2010-09-29,0.006732053278452631,0.0065840771173825184,0.007238741283683585,0.005002991827007519,0.008479610571288404
2010-09-30,0.005840080470506252,0.006778269653444395,0.007067179639334923,0.004869275158659972,0.008173414577926594
2010-10-01,0.005828329725322829,0.006525259572650503,0.007060016170147807,0.004476191013705087,0.008119587903096456
2010-10-04,0.005119742951844479,0.006808270306504772,0.0069828419108942325,0.0045290644044052655,0.008093886158134653
2010-10-05,0.005185309547171659,0.006957984294945693,0.0072085032038735125,0.004587253876793191,0.008105076159778547
2010-10-06,0.005409771084304619,0.006876319091384643,0.007571957088338899,0.0045636563039631655,0.008103525542236256
2010-10-07,0.005421696187109323,0.0068725160747011545,0.007722573986168345,0.004478307561036883,0.008105039734239965
